0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Stallion Silk Shirt Storm/Smoke L,-0.238064989,0.045387383,0.094942617,-0.038242002,-0.095564381,-0.099634304,-0.105123359,0.267632658,-0.014632332,0.047887874,-0.039519427,-0.198231306,0.256586586,0.119218201,-0.038740006,-0.331341042,0.027136263,-0.002298454,-0.039219668,0.146779176,-0.021686876,-0.006976504,-0.002745567,0.072082184,0.014811326,-0.075127465,0.189780134,0.161374335,-0.007114583,0.061733458,0.024824224,0.020679246,-0.158573939,0.297144185,0.083409469,-0.133114146,-0.434135277,-0.107371428,0.04490231,0.146238438
Stallion Silk Shirt Storm/Smoke XL,-0.192144263,0.212022368,-0.001209283,0.223078529,0.07135887,-0.123838553,0.059237183,0.323306456,-0.019283531,-0.082616631,-0.138866038,-0.1347248,0.104332842,-0.156068272,-0.034089423,-0.293839548,-0.037114134,-0.087249187,0.010505005,0.179582154,0.031918816,-0.017749195,0.101581021,0.012223455,-0.113976692,-0.360457303,0.449588408,0.195443866,0.035461551,0.022248382,-0.053006854,-0.017062983,-0.251304694,0.227130276,0.116005433,0.049438792,-0.27144502,-0.080923062,-0.020690384,0.148748007
Zoo Duvet Cover Pearl/Charcoal D 180x210cm,0.010228317,-0.001405644,-0.023096834,-0.027719852,0.008903546,-0.10823474,0.029956205,-0.062254932,0.023717602,-0.032592582,-0.101712429,-0.07726564,0.089771589,-0.08093474,0.008678993,-0.133779806,-0.038860792,-0.018145494,-0.081705282,0.068488479,0.055593933,-0.032830255,-0.063853845,-0.003679447,0.003156465,-0.10774931,0.047914122,0.027060825,-0.016198665,0.116528389,-0.050238244,-0.097627442,0.0239856,-0.026332433,0.002526837,0.136814813,-0.078859418,-0.179726113,-0.040341263,-0.101405072
Zoo Euro Pillowcase Pearl/Charcoal 65x65cm,0.126957679,0.02891106,0.012147887,-0.053877131,-0.017072752,-0.072267514,-0.017174469,-0.181031632,0.015670042,-0.051391552,0.033577424,-0.044048558,0.091718425,0.019232301,0.067555994,0.299889452,-0.015098914,-0.010169139,-0.026827719,-0.006639268,0.051925943,-0.018933255,-0.067389898,0.040237882,0.057686436,-0.113133325,-0.084550214,-0.057179377,-0.033716716,0.070359553,-0.031612941,0.012035929,0.291454493,-0.030446873,-0.055051533,0.075107432,0.028160931,-0.081239435,-0.037383783,-0.048339666
Cotton Velvet Cushion Cover Tangerine 50x50cm,0.04436563,0.023682866,0.052989088,0.083234953,-0.05275809,-0.072393874,0.050103888,-0.036502395,0.019572436,0.086173849,0.058275244,-0.240489665,-0.213057354,0.091124665,-0.004441347,-0.07694966,0.019195506,0.166888571,-0.066879329,0.07854665,0.094769455,0.006275092,0.132333694,-0.116348203,-0.162924321,0.139357733,0.013567224,-0.01027108,0.099551888,-0.108423923,0.037237683,-0.124978697,0.006094213,0.112733112,-0.190486622,-0.595723352,-0.144139487,-0.206578128,0.027836867,0.178473435
Zoo Duvet Cover Pearl/Charcoal KS 160x210cm,-0.024201233,0.009375709,0.047462865,-0.00043404,0.01985113,-0.148668624,0.007647706,0.033305851,0.066941813,-0.019136639,-0.027725431,-0.045780708,0.110948784,-0.021068327,-0.016807571,-0.121477283,-0.025308315,-0.030261491,-0.023832472,0.100036235,0.084305299,-0.045288275,-0.073571173,-0.009998209,0.009931581,-0.137797974,-0.014875687,0.018458824,0.068106156,0.063006052,-0.060675059,-0.079304745,0.085073795,0.025952444,-0.050298833,0.108611159,-0.077393232,-0.130256019,0.058990349,-0.037310108
Simple Square Side Table Light Brown  64x63x50cm,0.002810826,0.030749764,0.014723092,0.001464733,0.002916172,-0.056440998,0.014604297,-0.006512369,-0.00380718,-0.016980274,-0.012068527,0.005401673,0.026977228,-0.009543948,-0.015308968,-0.015729998,-0.034224339,-0.035208633,-0.021784913,0.010885657,0.018728125,-0.014695164,-0.032906011,-0.028731579,-0.008448591,-0.068042043,-0.046387925,0.027775029,0.033702,0.05243368,-0.025694383,-0.042953539,0.091442963,-0.040024353,-0.032213252,0.090673026,-0.015221541,-0.082569458,-0.006763363,0.010942226
Bio Organic Hand Cream Verbena Organic 300ml,-0.293252809,-0.005749531,0.098440968,0.105814565,0.000169703,-0.033862209,0.047397871,0.075873239,0.080976892,0.004879254,0.018279093,-0.013172409,0.081160126,0.022913449,-0.083003648,-0.110995564,0.007248384,-0.069871969,-0.219210221,0.051317268,-0.032923202,-0.061099574,0.035692445,0.100830791,-0.191035282,-0.142534777,0.004020038,0.052749826,0.100135444,0.011477578,-0.01668325,-0.11403027,-0.160525112,-0.204358081,0.075706856,0.120327978,0.043272155,-0.049084213,-0.056665655,0.063238898
Diamond Cut Portuguese Glass Tumbler Clear 8x10.5cmh,-0.009607272,0.000238689,0.014938881,0.000122145,-0.031922264,-0.182391071,0.037626092,0.016316957,0.025755575,0.005100921,-0.025217787,-0.058004695,0.1579348,-0.023514771,-0.001980619,-0.024575744,-0.048223162,0.013451721,-0.000453156,0.057912726,0.054057155,-0.00130184,-0.053064928,0.074036555,-0.018306716,-0.168270044,-0.054090032,-0.015343767,0.004814184,0.085374672,-0.050943676,-0.024550411,0.152760565,0.087755892,0.005150092,0.1174381,-0.087168469,-0.212321537,0.015470008,-0.034208464
Flux Reversible Duvet Cover White/Pearl D 180x210cm,-0.046479023,-0.024444883,-0.01132405,-0.007745074,-0.010119226,-0.132362745,0.016674999,-0.003079916,0.019128495,0.038210032,-0.031005885,-0.103769798,0.086999795,0.003840962,0.013042688,-0.080352071,-0.018753879,-0.004908693,0.010244199,0.03953507,0.03789085,0.039458432,-0.012605123,0.030717882,0.067517426,-0.143648095,-0.022780642,-0.023740575,0.048933261,0.038593089,-0.011149288,-0.057462288,0.130197397,0.041067947,0.021194477,0.020083195,-0.11329759,-0.155888709,0.010890576,-0.093346841
Flux Euro Pillowcase White/Pearl 65x65cm PR,-0.071214739,0.038903857,-0.058047069,-0.016787667,-0.140264463,-0.040002479,-0.031723428,-0.009747058,-0.041786567,0.025731648,-0.04772022,-0.068808202,-0.054423757,0.055472979,0.006015267,-0.416621216,0.067295805,0.067310345,0.044138955,0.054031595,-0.005725989,0.026910868,0.207643389,0.004338884,-0.091781137,0.098827403,-0.023352537,-0.002450697,-0.024304623,-0.059907164,0.066551012,-0.042849345,-0.206600227,0.222843592,0.024097345,-0.411237555,-0.166323479,-0.093713014,-0.031811781,0.057310685
Diamond Cut Portuguese Glass Pitcher Clear 15.5x20cmh,-0.015217881,0.001321176,-0.003556189,-0.004512456,0.036106819,-0.147436248,0.022322916,-0.002851296,0.04200073,-0.004579769,-0.013695826,-0.025805683,0.123159477,-0.029121845,-0.022791285,-0.0442698,-0.041420452,-0.017605008,-0.021581436,0.032539146,0.056597669,-0.019628495,-0.053162392,0.009902309,0.030883379,-0.107038419,-0.049287668,0.007552585,0.015503473,0.095609438,-0.046240114,-0.023433545,0.127868554,-0.01927497,-0.018579181,0.170405574,-0.06241155,-0.135211495,0.02069977,-0.043744001
Extra Pur Hand Cream Fragrance Free 75ml,-0.390025839,0.00830055,0.002196929,-0.016639764,0.012055368,-0.069951597,0.106677996,0.023524166,0.090084207,-0.00411225,-0.001093063,0.141540826,0.0870296,0.043713901,0.083649245,0.186316902,0.06878574,-0.175067725,-0.165086697,-0.066949944,-0.07814666,0.03298813,0.052915027,0.081402498,0.047913915,-0.20346895,-0.250258768,-0.010718231,0.055781608,0.091337405,0.011057009,-0.004919535,0.130370036,-0.317201634,0.13605804,0.155223075,0.109888071,-0.06335825,-0.043052622,-0.013750526
Extra Pur Hand Cream Olive & Lavender 75ml,-0.325781417,0.015856436,-0.010170485,-0.028861474,0.015801578,0.157211244,0.09006521,-0.033600867,0.187283285,-0.050701948,-0.085769772,0.118872702,-0.029834419,-0.003213088,0.09045983,0.274206385,-0.007526273,-0.238745078,-0.037931744,-0.21346234,-0.052608356,0.071776535,0.108162472,0.03634316,0.11477097,0.049410607,-0.286728991,-0.094143979,0.094482154,0.047579062,0.009913218,0.019665497,0.017646713,-0.472649712,0.149424164,0.141032931,0.275860993,0.084954626,-0.040324386,0.006809613
Extra Pur Hand Cream Fig of Provence 75ml,-0.2498881,0.01582311,0.024586937,-0.044713572,0.01481209,0.144099865,0.10895353,-0.070906035,0.158920559,-0.001167834,-0.073221241,0.128067359,-0.051598494,-0.015909463,0.067689732,0.369223395,-0.0208643,-0.222323183,0.028278481,-0.19689158,-0.006460344,0.102954095,0.080021142,0.006761438,0.118713447,0.082637803,-0.196816876,-0.108424089,0.070052946,0.060741961,0.005520304,0.036251033,-0.01543456,-0.459813621,0.197459512,0.157338998,0.357552228,0.154574659,-0.021295727,-0.02479163
Limited Edition Meguro A4 Print,0.03023764,0.043980658,-0.036317077,0.124825057,0.149949808,-0.248180341,-0.007651726,0.109718531,0.010066758,0.085670788,0.01244697,-0.146406916,0.022221282,-0.010171898,-0.070903549,-0.245443325,0.156641424,0.095916423,0.011911031,0.071320687,0.140180337,-0.033285387,0.274331766,-0.059338115,-0.246115267,-0.075573065,0.017320628,0.163940559,-0.00469003,-0.036601727,-0.060688433,0.019543228,-0.142681778,0.060505109,0.061828503,-0.22589354,-0.372880581,0.001314243,-0.002005214,0.160496602
Extra Pur Hand Cream Orange Blossom 75ml,-0.334475595,-0.009375801,0.039310536,-0.033337203,0.052826952,0.197060638,0.083859926,-0.172759684,0.140546235,-0.10402207,-0.049835944,0.061185883,0.007268364,0.003747575,0.119013765,0.511429319,0.076382765,-0.239935964,-0.062848615,-0.202683652,-0.040787186,0.053844663,0.194884322,0.030536279,0.108633498,0.053915452,-0.263215827,-0.166190329,0.040836589,0.064963561,0.045030317,0.165118564,0.039720511,-0.543066509,0.171699075,0.085542678,0.366720487,0.188880739,-0.040219652,-0.01216084
Extra Pur Hand Cream Wild Rose 75ml,-0.247462175,0.052877066,-0.062774367,-0.037604261,0.017736118,0.080277917,0.122948706,-0.015420569,0.176525921,-0.035653302,-0.035413835,0.159111897,-0.016669496,0.021852104,0.110482374,0.211328154,0.033909378,-0.248046522,-0.020471274,-0.15614003,-0.04803028,0.07305172,0.124042455,0.034029035,0.039771457,-0.017393267,-0.255228323,-0.035612771,0.070192902,0.051859768,0.056943723,0.00047412,0.087462644,-0.522621853,0.138097655,0.062789795,0.273867191,0.065633172,-0.04482815,0.127664424
High Slat Wood Crate Brownwash Lge 44x31x25cmh,-0.078149254,-0.030149813,-0.082975668,0.040948793,0.112569468,-0.082582598,0.087617943,0.164310523,-0.011423492,0.037521495,0.079125781,-0.054977523,-0.172212003,0.111149165,0.02237791,-0.062820134,-0.06590541,0.168256632,0.002663281,0.064220547,0.09115703,0.008692838,-0.102767098,-0.290226268,-0.103896582,0.007017884,0.049504236,0.143278425,0.022321839,0.057935507,-0.04729423,-0.091101526,-0.028362622,0.182089646,0.019958322,-0.293133019,-0.050404151,-0.068397808,-0.028733388,0.034246281
Limited Edition Caravan A4 Print,-0.113807161,0.058023589,0.021423638,0.083131249,0.032341139,-0.09543241,-0.235689984,0.151141679,-0.075579683,-0.024125534,0.01131863,-0.141162751,0.068289617,0.078824268,-0.067891282,-0.312080876,0.026210686,-0.039719726,-0.12326708,0.118597938,0.044421722,-0.058625514,0.053412928,0.044181084,0.051670621,-0.151609696,0.16981954,0.15017207,0.06879215,0.067645163,-0.068501733,-0.075603131,-0.093300856,0.09574591,0.029741703,-0.208521037,-0.321612919,-0.155986297,0.056346945,0.069234174
High Slat Wood Crate Brownwash Med 38x26x20cmh,-0.147442936,-0.031485569,0.032209335,0.118568937,0.13479296,-0.043209754,0.04787721,0.133943268,-0.023906561,0.156913474,0.046981913,-0.019801319,-0.064172684,3.47E-05,-0.054479869,-0.140960596,0.010825454,0.024702497,-0.010860895,0.10371701,0.044721419,0.031369511,-0.081547008,-0.180628762,-0.076382507,-0.008760156,0.113628882,0.123244937,0.141889666,0.013262607,-0.071927934,-0.076128811,-0.120888525,0.080877551,0.150496014,-0.096804112,-0.023084983,-0.020185588,0.041467531,0.050532725
Limited Edition Under the Sea A4 Print,0.018472792,0.048028907,0.08311114,0.104996205,-0.025927676,-0.201815793,0.052712093,0.09727374,-0.003862426,-0.043832864,-0.080587136,-0.155716849,0.079550699,-0.106276676,0.014813793,-0.329045794,0.073009881,-0.005994538,-0.070389108,0.0794855,0.086266803,-0.014007431,0.065118434,0.009432701,0.010201609,-0.100370059,0.144316376,0.092157446,0.05016119,0.124601101,0.014587063,0.186012256,-0.149110491,0.23504452,0.011481369,-0.152349608,-0.253438616,-0.042440072,0.030145745,-0.014384184
Extra Pur Hand Cream Fresh Verbena 75ml,-0.268437327,0.027935649,0.015535448,-0.064106866,0.111094214,0.156259611,0.028874935,-0.059318652,0.138158199,0.034213072,0.041493085,0.121112274,-0.021625315,0.077108034,0.025393108,0.132092253,0.054570246,-0.232366045,-0.08101823,-0.145265962,-0.012254666,0.080546954,0.152473584,0.007685488,0.044689085,0.046830312,-0.188848896,-0.037307887,0.169681341,0.026763646,0.052930077,-0.070046918,0.057471507,-0.352454384,0.14458863,-0.017189182,0.203719693,0.115971506,-0.051243484,0.039764555
High Slat Wood Crate Brownwash Sm 32x21x15cmh,-0.187325453,-0.009311605,0.036726531,0.107947697,0.070533131,0.041565468,0.056990397,0.127159023,-0.024094936,0.111014178,0.071368479,-0.006115028,-0.136426062,0.004731962,0.011372475,-0.150730831,0.010571469,0.00608331,-0.012085476,0.034323615,0.053823666,0.038638647,0.02900013,-0.118309109,-0.060072971,0.061565131,0.095943669,0.106736429,0.101143919,-0.007352853,0.017577647,0.008846057,-0.189568966,0.037898671,0.047319849,-0.111764871,-0.052673443,0.03788789,0.016166503,0.104217654
Extra Pur Hand Cream Sweet Violet 75ml,-0.476474037,0.026428879,0.043943777,-0.025092613,0.059696157,0.167035004,0.136824783,-0.069329528,0.225526568,-0.07129358,-0.04832391,0.087435245,-0.004628439,-0.026751956,0.107806001,0.344738582,0.013947171,-0.335178125,-0.064559295,-0.232537768,-0.017607682,0.100654765,0.196106276,0.05997078,0.171338217,0.007966148,-0.293067003,-0.14915437,0.130121334,0.080270426,0.048612435,-0.042946648,-0.008519113,-0.743695934,0.235966537,0.083546147,0.40448641,0.123135147,-0.040250661,0.016556722
High Slat Wood Crate Whitewash 25/20/15cmh S/3,0.222298381,0.089256679,-0.070364704,-0.134843091,0.17874622,-0.054205946,-0.060638469,-0.351947616,-0.01232885,-0.142450502,-0.011523053,-0.0614663,-0.15996153,-0.058883175,0.153857168,0.047973284,-0.055258364,-0.01678973,-0.194493542,0.079923748,0.184404566,-0.130241975,-0.112046178,-0.21318948,0.018052004,-0.009803009,-0.027602338,-0.222933634,-0.073515921,0.166215631,0.07063766,-0.103613143,0.470250931,-0.300708634,-0.455889637,0.255194975,0.005008674,-0.175391275,-0.069687345,-0.058412219
High Slat Wood Crate Whitewash Lge 44x31x25cmh,-0.11815674,0.018832891,-0.214957693,-0.03774832,0.162607046,0.011933609,-0.099158035,0.135142652,-0.011890944,-0.093353472,0.00942043,0.061136353,-0.126592996,0.083867103,0.134611899,0.077563275,-0.049411815,0.003082083,-0.126779875,0.059638088,0.106295528,-0.026319537,-0.057607501,-0.232010668,0.048697034,-0.072323853,-0.20265283,0.082901055,-0.037447489,0.511053515,0.119836675,-0.176731615,0.297772104,-0.118881727,0.123252874,0.123925039,0.063911805,0.109080306,0.077208955,0.141064425
Extra Pur Hand Cream Summer Grapefruit 75ml,-0.295689061,0.042593131,0.02738791,-0.045028765,0.057987676,0.136275821,0.10422176,-0.045432156,0.146705721,-0.053672342,-0.032913566,0.057892754,-0.038397468,0.018751565,0.053819762,0.197186441,0.006982978,-0.248064056,-0.023690279,-0.187760564,-0.004577292,0.087923836,0.166875988,-0.039028229,0.051304106,0.016756317,-0.223712689,-0.06673378,0.101622123,0.030064269,0.038306606,0.017156278,0.000352558,-0.410680815,0.131284196,0.108046288,0.286793202,0.117953279,0.000149017,0.030447873
The Heath Duvet Cover Multi/White D 180x210cm,-0.033337585,-0.05036953,-0.006483359,-0.007113533,-0.077948834,-0.122122562,0.038538573,-0.047698927,-0.023408008,0.15009351,-0.036407242,-0.111423953,-0.054840445,0.03834998,-0.021818127,-0.292915793,0.078400822,0.023982471,-0.04001858,0.052522746,0.074701719,0.112432162,0.120156398,-0.005146841,-0.156513186,0.047636486,0.101625654,0.088922363,0.024202726,-0.016384229,0.022842647,0.002055267,-0.183970649,0.119276463,0.080868691,-0.392615981,-0.21443878,-0.008466462,0.062561,-0.019085543
High Slat Wood Crate Whitewash Med 38x26x20cmh,-0.084922207,0.052067991,-0.088693798,-0.026981242,0.059323571,0.003276698,-0.052065535,0.227372876,0.032338679,-0.02059678,0.00625556,0.128314033,-0.201058423,0.009916148,0.136906466,0.011513373,-0.055507475,0.04692477,0.07268593,0.022664493,0.139036048,-0.003206177,-0.101845989,-0.151442774,0.042083524,0.027907138,-0.174040431,0.122982631,-0.085928862,0.404954479,0.048172545,-0.154366013,0.122730782,0.008536388,0.157754121,0.346688593,0.112250014,0.097507491,0.038811725,0.073268668
The Heath Euro Pillowcase Multi/White 65x65cm,-0.068095275,-0.002083628,-0.005121311,0.030670509,0.007362218,-0.138025402,0.001768833,0.03729078,-0.000239946,-0.002415129,-0.046163359,-0.073281644,0.090733663,-0.041800797,-0.046643885,-0.16356802,-0.020501526,-0.037917508,0.008054847,0.050389492,0.053339467,-0.002078366,-0.030037298,0.014970291,0.010490941,-0.085269639,0.050655165,0.032390559,0.032596755,0.065169891,-0.038429382,-0.042750011,0.011290755,0.046666738,0.043041994,0.06285944,-0.092783428,-0.08607601,0.025506364,-0.091576478
High Slat Wood Crate Whitewash Sm 32x21x15cmh,-0.028162072,0.047431131,-0.050282987,-0.094142024,0.017899236,0.079288642,-0.050086126,0.032365675,0.02531288,-0.058963815,-0.005635385,0.137180342,-0.113341463,-0.008507119,0.109451861,0.186675239,-0.036209591,0.018477451,0.096961754,-0.024443604,0.137084451,0.039427541,-0.055389048,-0.090381043,0.124711958,0.054820726,-0.178269781,0.017930238,-0.083963504,0.262883987,0.052131507,-0.122942121,0.164281014,-0.089121777,0.017983888,0.494300559,0.196743988,0.006499223,0.020684182,-0.010282856
The Heath Duvet Cover Multi/White KS 160x210cm,-0.064184931,-0.027326355,0.04179312,-0.00467347,-0.082087345,-0.024101164,0.02784435,0.063450916,-0.000244335,0.022702658,-0.080157702,-0.144016176,0.172023648,-0.020016145,0.104451516,-0.293014757,0.098000467,0.037431985,-0.042747366,0.093081732,-0.144793885,0.036908205,0.059875682,0.119387573,-0.166867235,-0.058878351,0.273931772,-0.044428077,0.107495325,0.106965212,0.023937579,-0.048956397,-0.415756569,0.304969276,0.017104308,-0.455606481,-0.300956248,0.0161219,-0.015061569,0.200751257
Low Slat Wood Crate Brownwash Lge 49x34x18cmh,-0.078097341,-0.016652651,0.196499702,0.12419472,0.106787693,-0.209427903,0.059947835,0.116401891,0.0258171,0.05362758,0.051313096,-0.135247775,0.087980893,0.094410564,-0.10454207,-0.128526008,-0.076394914,-0.01287252,-0.192109285,0.084585035,-0.036181836,-0.01714658,-0.068625653,0.003320293,0.029746902,-0.090465985,0.230679618,0.136607071,0.132655106,0.061682036,-0.182502608,-0.11973608,-0.072139023,-0.037526594,0.234313517,-0.018655709,-0.057908333,-0.069309023,0.113149404,-0.006890578
The Heath Duvet Cover Multi/White Q 210x210cm,-0.015373628,0.066352424,-0.035948521,0.030815798,0.000415917,-0.05854259,0.012559186,0.067225016,-0.065245845,0.093396079,-0.060693068,-0.092127623,-0.058419436,0.044730966,-0.067567414,-0.277798451,0.070220697,-0.102637274,-0.015869736,0.077329035,0.010680353,0.034701344,0.026448019,0.018155705,-0.092135581,-0.036988449,0.118658421,0.147176052,0.115066207,-0.017919312,0.026336659,0.045548941,-0.157252172,0.133308585,0.13681656,-0.284766495,-0.143083547,0.142222742,0.022041263,0.033765988
Low Slat Wood Crate Brownwash Sm 43x28x14cmh,-0.040832449,-0.032864952,-0.101173194,-0.048381504,0.060850472,-0.131835614,-0.184821245,0.204307307,0.043124987,-0.023098202,-0.041090986,-0.000824124,0.022309608,0.056628187,-0.078515957,-0.245505429,-0.028909273,-0.013478081,0.196699073,0.046750662,0.13286888,-0.011079187,0.11718125,0.026810109,0.023825362,-0.054991185,-0.007610488,-0.018979169,0.087816308,0.049765423,-0.063410071,-0.209232876,0.107351311,0.14862316,-0.045664278,0.230083891,-0.091985386,-0.166196721,-0.036593999,-0.110726066
Extra Pur Shower Gel Orange Blossom 250ml,-0.473887941,0.283038211,0.064883635,0.08158481,0.068537683,0.031933814,0.049093405,0.164245352,0.143977784,-0.248639952,-0.023329641,-0.070664329,0.081898409,0.067716339,-0.12003303,-0.062127376,0.111307779,-0.232153697,-0.200447309,0.109169975,-0.228254944,0.005784634,0.059135894,0.016379712,-0.001640392,-0.209255598,-0.078409105,0.108887394,0.074672381,0.181805475,-0.072472486,-0.12224216,-0.179356738,-0.15741898,0.112600078,-0.198508449,-0.070862678,0.235402455,0.036447951,0.057763506
Low Slat Wood Crate Whitewash Lge 49x34x18cmh,-0.198840447,-0.024111154,-0.021024347,0.021582616,0.037917449,-0.189732772,-0.0742551,0.126963447,-0.000834004,0.050935397,-0.006966171,-0.087645662,0.134875897,0.01826982,-0.083276041,-0.264695132,0.06257826,-0.188117057,0.00883989,0.049872639,-0.054387973,-0.042390243,-0.076050237,-0.066268631,0.06991893,-0.082722538,-0.004492676,0.133906025,0.165824547,0.123395856,-0.083114134,-0.145131907,0.049926709,0.11525354,-0.00575205,0.123544046,-0.195068095,-0.267449404,0.003825019,-0.087218666
Low Slat Wood Crate Whitewash Sm 45x30x14cmh,-0.183541515,0.047490921,-0.028076385,-0.008517173,0.022656959,-0.15754378,-0.047341605,0.344092108,0.034419088,0.035280568,-0.014700274,-0.004335162,0.019657662,-0.014446115,-0.057348676,-0.31669271,-0.004877715,-0.132714212,0.069413552,0.160455216,-0.061157932,-0.087697852,-0.2057564,-0.014760049,0.126941261,-0.103968471,0.084430744,0.182628622,0.15650261,0.097658775,-0.058568201,-0.192242401,0.057472841,0.215546073,0.027681392,0.111930835,-0.246028591,-0.173294692,-0.010509621,-0.021813194
Version Originale Shower Cream Incense Lavender 200ml,-0.37108585,-0.030025138,0.315303599,0.069770229,0.071222798,0.117064115,0.108491822,0.105705146,0.180105043,0.024960789,0.151641096,0.09585755,0.039248975,-0.026471579,-0.088509103,-0.059030766,0.202312038,-0.10270165,-0.298931135,0.01650058,-0.14658211,-0.063790649,-0.086045974,-0.116017488,0.069411513,0.021772837,-0.170316438,0.145292568,0.23545461,0.111630151,0.042881507,-0.069200647,-0.050074408,-0.33082509,0.138981344,-0.06886258,-0.086213877,0.179120005,0.078125739,-0.023235312
Version Originale Shower Cream Black Jasmine 200ml,-0.695796226,0.005695124,0.075930366,0.029120552,0.154369196,0.041727633,0.035370477,-0.040903691,0.220846274,0.006163692,0.137416337,0.038819624,0.046723559,0.08890981,0.130437922,-0.06961265,0.08022531,-0.282820326,-0.355952752,-0.0592583,-0.05610325,0.157858125,0.159303841,0.053585227,-0.000480464,-0.137552126,-0.320871681,-0.052087539,0.172874047,0.128139186,0.040463677,-0.233822829,-0.154903927,-0.649266329,0.151962992,0.060653562,0.078358066,-0.078636799,-0.131658713,0.098490355
Forget Me Not Duvet Cover Multi/Soot D 180x210cm,-0.107317365,-0.063968555,-0.054449387,0.042741999,-0.277470113,0.012085638,0.059258935,-0.030902947,-0.102045726,0.138202034,-0.093530157,-0.130925193,0.018636702,0.017953442,0.039086682,-0.232493873,0.03057773,0.151966118,0.01874843,0.127312428,-0.047099377,0.155522555,0.113726941,0.123562695,-0.162167509,0.002734481,0.24900502,-0.161391729,0.013072378,-0.10195376,-0.04902298,-0.160097353,-0.271872551,0.335661906,0.095947131,-0.732874715,-0.113798464,-0.221527161,-0.022805859,0.006720426
Momo the Cat Cushion Multi 31x15cmh,-0.040845531,-0.003151718,0.015985944,-0.009253964,0.010845707,-0.142821437,0.041907415,-0.060856704,-0.029194796,-0.018215053,-0.040325895,-0.051375871,0.129802089,-0.031414942,0.001337181,0.031302337,-0.029924093,-0.016910699,-0.011447552,0.027462489,0.055350467,-0.008287198,-0.026704397,0.036819363,0.051658891,-0.180227914,-0.06584429,-0.046310307,-0.015440315,0.116275771,-0.072654667,0.022368716,0.161962039,-0.031226743,-0.016078454,0.181335925,-0.044508624,-0.147897793,0.024492552,-0.061379048
Wilde Leather/Canvas Satchel Tan/Navy 34x39cmh,-0.01637371,0.001958915,-0.003102678,-0.004643808,0.00315769,-0.130309229,-0.000322754,0.028628243,0.022782189,-0.000874416,-0.007284797,-0.054854105,0.118000984,-0.026039769,-0.020388007,-0.108381578,-0.020714544,0.002773074,-0.019511589,0.046207686,0.049421947,-0.009957103,-0.039606703,0.005077657,-0.006141994,-0.083466407,-0.036668343,0.013702475,0.007836952,0.062416627,-0.028553434,-0.052109599,0.109894205,0.048717649,-0.022615806,0.073775179,-0.083800467,-0.136082546,0.020875994,-0.041401353
Sloane Leather Handbag Gold 23x18cmh,-0.003716565,-0.021483096,0.008327918,-0.015755656,0.008338045,-0.107050925,0.007057403,-0.025556983,0.023461545,-0.007218374,-0.031512829,-0.039934217,0.106340784,0.001152388,0.003462587,-0.03741517,-0.036372367,0.016874234,-0.008305832,0.049904095,0.057969878,-0.022985879,-0.059646163,0.014236159,0.016421455,-0.0966637,-0.029360039,-0.034506596,0.029941591,0.076865898,-0.045909885,-0.053639874,0.135844587,-0.008405481,-0.020482297,0.115425032,-0.062176772,-0.161104762,0.002025868,-0.071189539
Toy Gloria the Bird Multi  11cmh,0.071308736,0.020577894,0.099725877,0.065448767,0.039397187,-0.099021666,-0.032817462,0.050010303,0.014148692,-0.053292141,-0.01724245,-0.115326318,0.003393511,-0.177231793,-0.041424954,-0.415552152,0.080039324,-0.056066706,-0.119461618,0.126422996,-0.033521358,0.006089692,-0.065854045,-0.112721025,-0.025919818,-0.013330927,0.617576235,0.288381699,0.067666454,-0.034183127,-0.057932756,0.139306426,-0.269517666,0.122544446,0.087069063,-0.096178986,-0.216721019,0.190036088,0.166697721,0.183112832
Forget Me Not Duvet Cover Multi/Soot S 140x210cm,0.066491175,-0.159654917,-0.072322865,-0.057377234,-0.012769861,-0.287281422,0.102547277,0.019012632,-0.031502615,0.23614605,0.003663,-0.030332153,-0.248775316,0.069451934,-0.162923582,-0.467007117,0.191259173,-0.053467668,-0.010266587,0.060317258,0.071348995,0.092563876,0.103758317,0.026160602,-0.232746948,-0.064169,0.058091027,0.211587802,-0.040483012,-0.078452733,-0.061899286,0.014000452,-0.303466067,0.26348846,0.267876016,-0.517083249,-0.347395379,0.139406624,0.096553565,0.1529506
Zig Zag Leather Coin Purse Sapphire 15x10cmh,-0.010147419,0.029188932,0.001683154,0.057287623,-0.101181997,-0.016254127,0.017793454,0.152678902,-0.086906032,-0.006297204,0.007492521,-0.007846647,0.053309979,0.02322034,0.002872554,-0.094560227,-0.051361322,0.027393998,-0.064498083,0.020608351,-0.016995055,-0.019060943,0.047701307,0.017810545,0.032343361,-0.124565889,0.071895639,-0.015949951,0.094530366,0.033373488,0.029750644,-0.086688786,0.035744943,0.139308558,-0.0348209,-0.05930569,-0.082785847,-0.131557003,0.020472348,0.000427142
